class,feature,weight
ENG,tri_oog,0.15085171874965694
ENG,tri_ooh,-0.21676523931909508
ENG,tri_ook,0.5371568215474776
ENG,tri_ool,0.718292501809136
ENG,tri_oom,0.9227603837506636
ENG,tri_oon,0.06912945076364287
ENG,tri_ooo,-0.009137994305033207
ENG,tri_oor,-0.6509030555689791
ENG,tri_oos,0.4373391702954769
ENG,tri_oot,0.3927477794091737
ENG,tri_oox,-0.7897031234464623
ENG,tri_ooz,0.0
ENG,tri_opa,-1.0910676481882395
ENG,tri_ope,0.6428824150662139
ENG,tri_oph,-0.5851360012503695
ENG,tri_opi,-0.2016245211007366
ENG,tri_opl,0.17554604091528458
ENG,tri_opm,0.0459974676366088
ENG,tri_opo,-0.24223842894440384
ENG,tri_opp,-0.11529510866302128
ENG,tri_opr,-0.3851547259912541
ENG,tri_opt,0.008652262528623576
ENG,tri_opu,0.07452055676064794
ENG,tri_opy,0.12173378838963997
ENG,tri_oqu,-0.3703159168002951
ENG,tri_or-,-0.0093512909452547
ENG,tri_ora,-1.1404567406527941
ENG,tri_orb,0.10942176065481088
ENG,tri_orc,0.16010393239852208
ENG,tri_ord,0.3089223390459646
ENG,tri_ore,0.9080075669747693
ENG,tri_org,0.5441415919793408
ENG,tri_ori,0.6014361772373555
ENG,tri_ork,-0.6801806617630232
ENG,tri_orl,-0.48370919410241403
ENG,tri_orm,-0.2292358669096097
ENG,tri_orn,0.6156852293367383
ENG,tri_oro,-0.6074390466026336
ENG,tri_orp,0.1602957779345618
ENG,tri_orr,0.27125555892763864
ENG,tri_ors,-0.18252995196077693
ENG,tri_ort,-0.7124759154753989
ENG,tri_oru,0.17006274149234082
ENG,tri_ory,-0.5663481404387581
ENG,tri_osa,-0.034783918582134546
ENG,tri_ose,0.8414345525814427
ENG,tri_osh,-0.03321145579435984
ENG,tri_osi,0.041639519868411315
ENG,tri_oso,-0.2165861677749404
ENG,tri_osp,0.5367864059015945
ENG,tri_oss,0.7687789240510138
ENG,tri_ost,0.4295369048653212
ENG,tri_osy,-0.014368099129857774
ENG,tri_ot-,-0.05891761115595419
ENG,tri_ota,0.6608531383385384
ENG,tri_otb,0.015269645214905947
ENG,tri_otd,0.16394460280280904
ENG,tri_ote,0.4301323667176559
ENG,tri_oth,0.27518220886485856
ENG,tri_oti,0.9913300872432771
ENG,tri_oto,-0.16659447774140876
ENG,tri_ots,-0.06570774290791652
ENG,tri_ott,-0.030267352940144245
ENG,tri_otu,-0.004406690194504331
ENG,tri_oty,0.08584741376401009
ENG,tri_oua,0.0
ENG,tri_oub,0.0
ENG,tri_oud,0.0050344579548663
ENG,tri_oug,0.004929510170516173
ENG,tri_oul,0.13061752116737055
ENG,tri_oun,0.35996968945563385
ENG,tri_oup,0.24580805956589225
ENG,tri_our,0.31061490040486195
ENG,tri_ous,0.23776769797331962
ENG,tri_out,-0.06181320665190816
ENG,tri_ova,-0.9483182516115386
ENG,tri_ove,-0.0005246007016647155
ENG,tri_ovi,1.1961975590746348
ENG,tri_owa,-0.22976347563694854
ENG,tri_owb,0.24413048891305208
ENG,tri_owd,0.047314208605134404
ENG,tri_owe,0.027646663595315465
ENG,tri_owi,-0.0068961220246954785
ENG,tri_owl,0.27691792542903326
ENG,tri_own,0.5451389732467413
ENG,tri_owo,-0.0068961220246954785
ENG,tri_owr,0.01870072529786687
ENG,tri_ows,-0.5706073277624775
ENG,tri_owt,0.12741311350601575
ENG,tri_oww,-0.6425746784901344
ENG,tri_oxe,0.02931685247472207
ENG,tri_oxi,0.4372114860662085
ENG,tri_oy-,-0.002060169727202185
ENG,tri_oya,0.9971043739750989
ENG,tri_oyd,-0.4042778902594406
ENG,tri_oye,-0.004636473397492278
ENG,tri_oyf,0.01619110972456107
ENG,tri_oyi,-0.2816300708832407
ENG,tri_oym,0.04315916549408844
ENG,tri_oyn,-0.0038342122658492493
ENG,tri_oyo,-0.011923092778475653
ENG,tri_oyy,0.0
ENG,tri_ozi,0.0
ENG,tri_p-c,0.07877609157542141
ENG,tri_p-h,-5.378296964528239e-05
ENG,tri_p-l,-0.03276994783073858
ENG,tri_p10,-0.019671751353209904
ENG,tri_p12,-0.005584912900176508
ENG,tri_p15,-0.057484733067417734
ENG,tri_p16,-0.020453592968806913
ENG,tri_p2-,-0.001935638228206913
ENG,tri_p20,-0.012585716957106674
ENG,tri_p21,0.0
ENG,tri_p25,-0.02083352024306808
ENG,tri_p28,-0.011509838180943643
ENG,tri_p43,-0.02185386504667252
ENG,tri_p50,-0.016408528074454153
ENG,tri_p60,-0.02181578411747576
ENG,tri_p72,-0.022682985407384237
ENG,tri_p83,-0.006739778485446939
ENG,tri_p85,-0.02175268320133478
ENG,tri_p91,-0.01346045117990652
ENG,tri_pa',-0.005580509322150466
ENG,tri_pa-,-0.25110483422184776
ENG,tri_paa,-0.16685433835920907
ENG,tri_pab,-0.2669319103823167
ENG,tri_pac,0.2490767273013528
ENG,tri_pad,0.3625599719673717
ENG,tri_pag,-0.6869635981548385
ENG,tri_pah,-0.01144324238200958
ENG,tri_pai,0.01025307846967938
ENG,tri_pak,-0.6799477192772417
ENG,tri_pal,-0.07644119969723767
ENG,tri_pam,-0.33699199374249306
ENG,tri_pan,-0.21098303281891118
ENG,tri_pap,0.5695291255423371
ENG,tri_par,0.3619218878913194
ENG,tri_pas,-0.0294693410432188
ENG,tri_pat,0.21721548001650387
ENG,tri_pau,-0.42234537247675297
ENG,tri_pav,-0.10993488116600018
ENG,tri_paw,-0.09736790404105619
ENG,tri_pay,0.6760435234360462
ENG,tri_pba,0.835753248557083
ENG,tri_pbb,-0.1078618681922301
ENG,tri_pcg,-0.6270917955889117
ENG,tri_pci,-0.4154439042110234
ENG,tri_pcp,-0.15405359345728545
ENG,tri_pcr,-0.4183241814940272
ENG,tri_pde,0.17598841885368438
ENG,tri_pdp,-0.03276994783073858
ENG,tri_pea,-0.5939541459115556
ENG,tri_pec,0.18565495570394672
ENG,tri_ped,-0.4072669422238432
ENG,tri_pee,-1.2791902836601394
ENG,tri_pef,0.016166917334645578
ENG,tri_pek,-0.4206778099585654
ENG,tri_pel,-0.3653699067029396
ENG,tri_pen,1.0340225673283616
ENG,tri_peo,0.07138687135158905
ENG,tri_pep,-0.04383094036205794
ENG,tri_per,-0.22767752259119173
ENG,tri_pes,-0.4714335718368886
ENG,tri_pet,-1.0854656721363465
ENG,tri_pew,-0.1936086097497522
ENG,tri_pfi,-0.7055943340194467
ENG,tri_pfp,0.32807853404013354
ENG,tri_pgh,-0.002666112474077899
ENG,tri_pha,0.39653713605864926
ENG,tri_phe,-0.6083194503161241
ENG,tri_phi,-0.07705312881655557
ENG,tri_pho,0.45605304737136626
ENG,tri_php,-0.17241470936074618
ENG,tri_phy,0.06963125912449103
ENG,tri_pia,-0.39752582444507556
ENG,tri_pic,-0.08256311953132264
ENG,tri_pid,-0.07136939612171246
ENG,tri_pie,0.31063508079968905
ENG,tri_pig,-0.07372694372904702
ENG,tri_pik,-0.2560640814271579
ENG,tri_pil,-0.5829529229073654
ENG,tri_pin,-0.30461717524514
ENG,tri_pio,0.0044534474632831784
ENG,tri_pip,-0.19421310385488672
ENG,tri_pir,-0.059746677357442456
ENG,tri_pis,0.8771114657782425
ENG,tri_pit,0.22135786543300348
ENG,tri_piy,-0.004703409066784144
ENG,tri_pjn,0.0
ENG,tri_pjs,0.2236524738236007
ENG,tri_pka,0.0
ENG,tri_pla,0.7489448920355909
ENG,tri_ple,-0.13227967908726682
ENG,tri_pli,0.17338139047459641
ENG,tri_plm,0.0
ENG,tri_plo,-0.5581401761842136
ENG,tri_pls,0.3224856579833011
ENG,tri_plu,0.3181140981211042
ENG,tri_ply,-0.11428633429469442
ENG,tri_pmc,-0.8335333369287314
ENG,tri_pme,0.0459974676366088
ENG,tri_pmm,-0.07870711310088983
ENG,tri_pnp,0.08464771640160516
ENG,tri_pnr,0.08428144149258536
ENG,tri_po-,-0.1791181326763875
ENG,tri_pob,-0.07511780519764837
ENG,tri_poc,0.10387964341607074
ENG,tri_poe,-0.16492804792941937
ENG,tri_pog,-0.09724664539643688
ENG,tri_poh,-0.2827800452629737
ENG,tri_poi,-0.4003032582974463
ENG,tri_pok,-0.37589302031334576
ENG,tri_pol,1.0162899386668134
ENG,tri_pon,-0.7294574928327425
ENG,tri_poo,0.0070988127848864565
ENG,tri_pop,0.506547214760203
ENG,tri_por,-0.5644739845288519
ENG,tri_pos,1.1987302246711673
ENG,tri_pot,-0.7261235773960252
ENG,tri_pou,0.0035814173602334385
ENG,tri_pow,0.025444674589173936
ENG,tri_poy,-0.03603237136256732
ENG,tri_ppa,-0.7764817176781906
ENG,tri_ppe,0.06333045905893395
ENG,tri_ppi,0.9389647700724602
ENG,tri_ppl,0.0036036303514959725
ENG,tri_ppo,-0.016537242363492563
ENG,tri_ppr,-0.04053880248508192
ENG,tri_pps,0.3251406587546482
ENG,tri_ppy,0.23123330707531306
ENG,tri_pr0,-0.1293037380866446
ENG,tri_pra,-1.1636138306639112
ENG,tri_pre,0.046244680206928276
ENG,tri_pri,0.8084192141342117
ENG,tri_pro,1.5963011580442643
ENG,tri_prr,-0.95213080694611
ENG,tri_pru,-0.11016776708891102
ENG,tri_psc,0.0
ENG,tri_pse,0.10387964341607074
ENG,tri_psi,-0.21761807821967297
ENG,tri_pss,0.37588966604540747
ENG,tri_psy,0.02365543259477116
ENG,tri_pta,0.19881528267810938
ENG,tri_pte,0.04008292420168823
ENG,tri_pti,-0.3865302858642831
ENG,tri_pto,0.363137351215222
ENG,tri_ptr,0.012388021069947316
ENG,tri_ptu,-0.5259510796625423
ENG,tri_pu-,0.0
ENG,tri_pua,-0.09660778758858116
ENG,tri_pub,0.15780031932775546
ENG,tri_puc,-0.14835765115908334
ENG,tri_puf,0.0
ENG,tri_pug,-0.19466383571991014
ENG,tri_puh,-5.99281283095535e-05
ENG,tri_puk,-0.05204431233486856
ENG,tri_pul,-0.04721115672502601
ENG,tri_pum,-0.1460009105124233
ENG,tri_pun,-0.1459787220520874
ENG,tri_pup,-0.07715009927823734
ENG,tri_pur,0.06941625192104219
ENG,tri_pus,-0.2258731206212005
ENG,tri_put,-0.17620607224745133
ENG,tri_puw,-0.003913363023350558
ENG,tri_puy,0.0
ENG,tri_pvl,0.07823407837108004
ENG,tri_pwa,-0.004863391770540851
ENG,tri_pwd,-0.14905762003182355
ENG,tri_pwe,-0.35694554956039215
ENG,tri_pya,-3.001624226601252e-05
ENG,tri_pye,-0.04675349548672991
ENG,tri_pyo,-0.0017000045995381788
ENG,tri_pyr,0.06679744549035674
ENG,tri_pyt,0.02774905040594911
ENG,tri_q&a,1.061886624365378
ENG,tri_qua,0.8992142591619267
ENG,tri_que,-0.1306319344347337
ENG,tri_qui,-0.22646855531398533
ENG,tri_qun,-0.0007785836229716674
ENG,tri_quo,0.21572620151777425
ENG,tri_qur,0.4230684815639277
ENG,tri_r-a,0.04668416077571786
ENG,tri_r-d,-0.0093512909452547
ENG,tri_r-o,0.09138018826331605
ENG,tri_r-r,-0.0011212393920201574
ENG,tri_r-z,0.07508471454756781
ENG,tri_ra-,0.15039143209923625
ENG,tri_raa,-0.047183156614791624
ENG,tri_rab,0.03228583853070493
ENG,tri_rac,-0.44595082534340663
ENG,tri_rad,0.41893635321091094
ENG,tri_rae,-0.0645795674213687
ENG,tri_raf,-0.4795085425421194
ENG,tri_rag,0.34039159129119667
ENG,tri_rah,-0.04614499186234844
ENG,tri_rai,0.5307617218701639
ENG,tri_raj,0.0
ENG,tri_rak,-0.03165284925622898
ENG,tri_ral,0.6085017563596407
ENG,tri_ram,0.03922847528260269
ENG,tri_ran,0.7831246479178979
ENG,tri_rap,0.4014537358112249
ENG,tri_rar,0.4019251874686934
ENG,tri_ras,-0.5344909601491001
ENG,tri_rat,2.1520438842106486
ENG,tri_rau,1.0016589040085144
ENG,tri_rav,0.48132683372899066
ENG,tri_raw,-0.31961971722648475
ENG,tri_ray,-0.47933820937645827
ENG,tri_raz,0.056802115404573555
ENG,tri_rba,0.33479496692616467
ENG,tri_rbe,0.1967144251897388
ENG,tri_rbi,-0.4564780940150863
ENG,tri_rbo,-9.33245949323169e-05
ENG,tri_rc0,-0.024394559430254894
ENG,tri_rca,-0.349130734672223
ENG,tri_rce,0.17078862474950732
ENG,tri_rch,-0.033929672926201984
ENG,tri_rci,0.2505256597579553
ENG,tri_rcl,0.0
ENG,tri_rco,-0.18077065684027657
ENG,tri_rcr,0.05621314880083306
ENG,tri_rcu,0.0
ENG,tri_rd-,0.09267623354023025
ENG,tri_rda,-6.936043094760856e-05
ENG,tri_rde,0.09841767640256346
ENG,tri_rdi,-0.4210426947687358
ENG,tri_rdo,-0.8256980747750713
ENG,tri_rdr,0.005097458643824785
ENG,tri_rds,0.13907769812233453
ENG,tri_rdu,-0.022004372968690587
ENG,tri_rdy,-0.0061905918011159215
ENG,tri_re-,-0.0019257395410884003
ENG,tri_rea,0.2254975673962802
ENG,tri_reb,-0.052763480285819106
ENG,tri_rec,-0.494075327417384
ENG,tri_red,0.29262313726701494
ENG,tri_ree,0.5921479315029932
ENG,tri_ref,0.3237767079885118
ENG,tri_reg,-0.21959389999455853
ENG,tri_reh,0.3929608299776769
ENG,tri_rei,-0.45959013235928886
ENG,tri_rek,-0.32701363927147087
ENG,tri_rel,0.3764476806900508
ENG,tri_rem,0.17812817243344484
ENG,tri_ren,-0.8459542362632829
ENG,tri_rep,0.653300098271852
ENG,tri_req,0.2997212988862125
ENG,tri_rer,-0.20510461769058688
ENG,tri_res,-0.7881602163846065
ENG,tri_ret,-0.7931904997077477
ENG,tri_reu,0.06522590005724778
ENG,tri_rev,0.02644345419537412
ENG,tri_rew,0.13844882614903734
ENG,tri_rex,-0.5604749453349077
ENG,tri_rey,-0.4996672430675467
ENG,tri_rez,-0.5963783635669575
ENG,tri_rfe,0.007368481536635424
ENG,tri_rfo,0.0021114228990022836
ENG,tri_rfr,-0.64136648314217
ENG,tri_rfu,0.15532054686610197
ENG,tri_rga,0.2921239465757114
ENG,tri_rge,-0.45464920479671905
ENG,tri_rgi,0.013639854729933832
ENG,tri_rgs,0.0834879402935258
ENG,tri_rgy,-0.24757517147201027
ENG,tri_rhe,0.3650332276682606
ENG,tri_rhi,-0.004054153330788477
ENG,tri_rhu,-0.6636303432643532
ENG,tri_ri-,-0.0008031478208198878
ENG,tri_ria,0.12263443369292976
ENG,tri_rib,0.1565666169017534
ENG,tri_ric,0.11321008495030069
ENG,tri_rid,0.3069818443762118
ENG,tri_rie,0.5881096385268287
ENG,tri_rif,-0.31770082557619717
ENG,tri_rig,0.10255334674610192
ENG,tri_rih,-0.20483376136833692
ENG,tri_rii,-0.06284734522609085
ENG,tri_rij,1.0390713922176993
ENG,tri_rik,-0.38489056017108586
ENG,tri_ril,-0.8030432283371406
ENG,tri_rim,0.8225023699858586
ENG,tri_rin,-0.7994934738929224
ENG,tri_rio,0.7605936779168126
ENG,tri_rip,-0.03383647687697548
ENG,tri_rir,-0.36104329276998015
ENG,tri_ris,0.39731736672295703
ENG,tri_rit,-0.17518529335081987
ENG,tri_riu,0.0
ENG,tri_riv,0.5165368230822756
ENG,tri_riw,-4.803015122187628e-05
ENG,tri_riy,-0.001456211006126391
ENG,tri_riz,-0.06507028652847478
ENG,tri_rjo,-0.06759734686659968
ENG,tri_rk-,0.008135319932296912
ENG,tri_rka,-0.024113735549692945
ENG,tri_rke,0.07312045977787353
ENG,tri_rkf,0.006194151347393396
ENG,tri_rki,-0.16951294181633628
ENG,tri_rkk,0.0
ENG,tri_rkl,0.08301577514108648
ENG,tri_rko,-0.01801104108177835
ENG,tri_rks,0.06474114663183832
ENG,tri_rku,0.5614610192139105
ENG,tri_rla,-0.37771297319029395
ENG,tri_rld,0.32651532901999347
ENG,tri_rle,-0.7029143610787139
ENG,tri_rlo,-0.17219580885291416
ENG,tri_rls,0.1860370153725935
ENG,tri_rly,0.2199915475460693
ENG,tri_rma,0.3376675149748734
ENG,tri_rmc,0.1608602569848709
ENG,tri_rme,-1.1733341533968604
ENG,tri_rmi,0.19489083855247857
ENG,tri_rmo,-0.6350376932272153
ENG,tri_rms,0.011487678104517082
ENG,tri_rmu,0.43202794094251556
ENG,tri_rmy,0.060256560075202
ENG,tri_rna,-0.19558885793107333
ENG,tri_rne,-0.5889977753529636
ENG,tri_rng,-0.014164230012452022
ENG,tri_rni,0.16361911458790815
ENG,tri_rnm,0.05858881782301371
ENG,tri_rnn,0.0
ENG,tri_rno,-0.5983032472594804
ENG,tri_rns,0.014183055225379163
ENG,tri_rny,0.3963451699592683
ENG,tri_ro-,-0.3949268137633279
ENG,tri_roa,0.8316416607383605
ENG,tri_rob,-0.6794288412769651
ENG,tri_roc,-0.15013353518916775
ENG,tri_rod,-0.2986116121553794
ENG,tri_roe,-0.29201607783330263
ENG,tri_rof,-0.02550744390137262
ENG,tri_rog,-0.5243620688008854
ENG,tri_roh,-0.06136450873909631
ENG,tri_roi,0.26745858873661854
ENG,tri_roj,0.054678712865831446
ENG,tri_rok,-0.035237384238637814
ENG,tri_rol,-0.3033887477254778
ENG,tri_rom,-0.6527259556046597
ENG,tri_ron,-0.2204136508384417
ENG,tri_roo,0.9505625798532397
ENG,tri_rop,0.3913131087527109
ENG,tri_roq,-0.25775391694028493
ENG,tri_ror,0.42789285901490254
ENG,tri_ros,-0.7872229170021299
ENG,tri_rot,0.04985934847275127
ENG,tri_rou,0.3187956523598006
ENG,tri_rov,-0.2346892146762601
ENG,tri_row,0.2797593524705941
ENG,tri_roy,-0.016559566175967707
ENG,tri_rpe,-0.0220242827135666
ENG,tri_rpo,0.45580220057998433
ENG,tri_rpr,3.055854211769677e-05
ENG,tri_rpu,0.0
ENG,tri_rra,0.2955296117345118
ENG,tri_rrd,-0.7893342071622145
ENG,tri_rre,-0.7128430911230558
ENG,tri_rrh,0.3650332276682606
ENG,tri_rri,0.04865300433139196
ENG,tri_rrm,0.1608602569848709
ENG,tri_rrn,0.0
ENG,tri_rro,0.573146292526317
ENG,tri_rrr,-0.38939920058079575
ENG,tri_rrs,-0.16279659978393518
ENG,tri_rru,-0.2733149150123442
ENG,tri_rry,0.31819043190323126
ENG,tri_rsa,0.1203231469088293
ENG,tri_rsd,0.14008018843268935
ENG,tri_rse,0.05919845948882806
ENG,tri_rsh,0.20097264915566201
ENG,tri_rsi,-1.699277263477813
ENG,tri_rsn,0.0
ENG,tri_rso,-0.9388385626388331
ENG,tri_rst,0.15867903930137822
ENG,tri_rsy,-0.17024912088351576
ENG,tri_rt-,0.6462272615333813
ENG,tri_rta,-0.13084989193993576
ENG,tri_rte,-1.7592553429416424
ENG,tri_rtf,0.001811676617755764
ENG,tri_rth,-0.3743288008508272
ENG,tri_rti,-0.00563301387105913
ENG,tri_rtm,-0.6134960405517944
ENG,tri_rtn,0.029878927978768736
ENG,tri_rto,-0.29815652184273206
ENG,tri_rtp,0.016551116370994136
ENG,tri_rtr,-1.3331516458242503
ENG,tri_rts,0.16586208771269448
ENG,tri_rtu,0.009742443100281644
ENG,tri_rty,0.16552069858747168
ENG,tri_rua,-0.20329203422364214
ENG,tri_rub,-0.49358262393191504
ENG,tri_ruc,0.1166749959814358
ENG,tri_rue,0.5369142895261206
ENG,tri_rug,0.6909903541529742
ENG,tri_rui,-0.07420159996164934
ENG,tri_ruk,-0.0897550258590691
ENG,tri_rul,0.465480110531054
ENG,tri_rum,0.07293660193062652
ENG,tri_run,-0.5048176844904215
ENG,tri_rup,-0.6338576572959663
ENG,tri_rus,-0.27640131586777017
ENG,tri_rut,0.2466898883622243
ENG,tri_ruz,-0.4003619946838146
ENG,tri_rva,-0.0020068527509561345
ENG,tri_rve,0.41560932614581747
ENG,tri_rvi,-0.4149639920941686
ENG,tri_rwa,-0.4182463697403552
ENG,tri_rwe,0.02912485543536655
ENG,tri_rwi,0.042967245235737875
ENG,tri_rya,-0.30407078934407383
ENG,tri_rye,-0.7287762520152234
ENG,tri_ryi,-0.38519130428838055
ENG,tri_ryn,-0.030931598569849554
ENG,tri_ryo,-0.4885821405027991
ENG,tri_rys,0.05703228868014052
ENG,tri_ryt,0.0
ENG,tri_ryz,-0.23169948808932278
ENG,tri_rzo,-0.06691688317772587
ENG,tri_s-1,-0.0027191312973353803
ENG,tri_s-3,-0.007433155278312052
ENG,tri_s-8,-0.00012728282837432553
ENG,tri_s-a,-0.0005513368236032163
ENG,tri_s-c,-0.6903825906166093
ENG,tri_s-g,-0.007335969336987725
ENG,tri_s-l,-0.0006053539283924231
ENG,tri_s-o,-0.0020426057069455115
ENG,tri_s-s,-0.0029560742483710086
ENG,tri_s-t,-2.26135916486169e-05
ENG,tri_s10,-0.003211225075065376
ENG,tri_s8n,-0.011050336757340037
ENG,tri_sa',-0.005975393942893132
ENG,tri_sa-,-0.00014111117341137266
ENG,tri_saa,0.2717717245036791
ENG,tri_sab,0.08345076870503228
ENG,tri_sac,-0.21498666430825839
ENG,tri_sad,0.3200315757346391
ENG,tri_sae,-0.0009849426182260992
ENG,tri_saf,0.5688833612808744
ENG,tri_sag,-0.2592542576181142
ENG,tri_sah,-0.03477481311101896
ENG,tri_sai,-0.08102083824346684
ENG,tri_sak,-0.619385431661525
ENG,tri_sal,0.3990598875238776
ENG,tri_sam,-0.44924799446574964
ENG,tri_san,-0.3503847208145708
ENG,tri_sao,0.0
ENG,tri_sap,-0.39183381945360485
ENG,tri_sar,-0.8826747571514608
ENG,tri_sas,-1.0504697318041716
ENG,tri_sat,1.0941209191930086
ENG,tri_sau,-0.2818941557135212
ENG,tri_sav,0.0658320010708514
ENG,tri_saw,-0.013142896029264058
ENG,tri_say,0.6817865267141557
ENG,tri_sb1,-0.030563175479719266
ENG,tri_sba,0.10807501914735863
ENG,tri_sbi,-0.34902240259083894
ENG,tri_sbn,0.14384359345653155
ENG,tri_sbo,-0.0011265879551746196
ENG,tri_sbr,-0.014164230012452022
ENG,tri_sbw,-0.9073610370714233
ENG,tri_sca,0.10241892174487718
ENG,tri_scb,-0.38281246344341263
ENG,tri_sce,0.25206455400242
ENG,tri_sch,0.4044936008121555
ENG,tri_scl,0.0
ENG,tri_sco,-0.23314426645700076
ENG,tri_scr,0.20837777663504228
ENG,tri_scu,-0.051711268476836464
ENG,tri_sda,0.06392326434642724
ENG,tri_se-,-0.021384876307447107
ENG,tri_sea,-0.19409192453027319
ENG,tri_seb,-0.25984477060195027
ENG,tri_sec,-0.6439309160709387
ENG,tri_sed,0.15953879153067974
ENG,tri_see,-0.14245900766426428
ENG,tri_seg,-0.154628215665573
ENG,tri_seh,-0.1892577849652252
ENG,tri_sek,0.0011701199052494707
ENG,tri_sel,0.2906580723687581
ENG,tri_sem,0.17236408353797114
ENG,tri_sen,0.6033154059007545
ENG,tri_sep,-0.1399352636466901
ENG,tri_ser,-0.002517973695179895
ENG,tri_ses,0.12805425624618588
ENG,tri_set,0.21815640331186964
ENG,tri_seu,-0.13647310255385173
ENG,tri_sex,0.003828193168366425
ENG,tri_sey,-0.31027591080070843
ENG,tri_sfi,-0.15907079729543577
ENG,tri_sga,-6.722607799082212e-05
ENG,tri_sge,-0.36230164416465105
ENG,tri_sgt,0.37588966604540747
ENG,tri_sha,0.2725816325507006
ENG,tri_shb,-0.48040023272866966
ENG,tri_shd,-0.08422258598044743
ENG,tri_she,0.4204872880504235
ENG,tri_shh,-0.0004975933690808056
ENG,tri_shi,-0.29444982378117496
ENG,tri_shj,-0.011772025064118721
ENG,tri_shm,0.00020036258927848337
ENG,tri_sho,-0.4872105956060558
ENG,tri_shs,0.1886895803462584
ENG,tri_sht,-0.03321145579435984
ENG,tri_shu,-0.23729491404004693
ENG,tri_sia,0.9075809790592787
ENG,tri_sib,0.0690115156985433
ENG,tri_sic,0.6370869547443081
ENG,tri_sid,-0.5149024315644389
ENG,tri_sie,-0.01752513947687419
ENG,tri_sig,0.08670035065677775
ENG,tri_sih,-0.002106771229651752
ENG,tri_sii,-0.22614062462680937
ENG,tri_sik,-0.6118869580783047
ENG,tri_sil,-0.21167095083350393
ENG,tri_sim,0.24020295398895142
ENG,tri_sin,-1.1674765198115276
ENG,tri_sio,0.1103873370717055
ENG,tri_sip,-0.6502985085641095
ENG,tri_sir,0.8088384988874621
ENG,tri_sis,0.16467240900789917
ENG,tri_sit,0.7341803082286537
ENG,tri_siv,0.17815445238097907
ENG,tri_siw,-8.811870328530841e-05
ENG,tri_six,-0.04121878798491181
ENG,tri_siy,-0.0593925699165322
ENG,tri_sja,-0.09990188299325184
ENG,tri_sjs,-0.011772025064118721
ENG,tri_ska,0.9438701456742176
ENG,tri_ske,0.08332625189651686
ENG,tri_skf,0.004855859154920573
ENG,tri_ski,0.24582394433612964
ENG,tri_skl,-0.0015361067119708785
ENG,tri_sko,-0.9523218531930535
ENG,tri_sks,-0.027451322076921303
ENG,tri_sku,-0.020295402671311136
ENG,tri_skw,-0.10026771723977629
ENG,tri_sky,0.23064614362304237
ENG,tri_sla,-0.446441419792742
ENG,tri_sle,-0.2608892571008846
ENG,tri_sli,0.3454072557986577
ENG,tri_slm,0.0
ENG,tri_slo,0.14992821903828024
ENG,tri_slp,0.3466692848803972
ENG,tri_sly,0.07950992704528903
ENG,tri_sma,0.6705931892456951
ENG,tri_smc,0.0
ENG,tri_sme,0.0023758275191192516
ENG,tri_smg,-0.03530180824440832
ENG,tri_smi,-0.5160441580369723
ENG,tri_smn,-0.40813456290866984
ENG,tri_smo,-0.3005888913376058
ENG,tri_sna,-0.0542289823415147
ENG,tri_snd,-0.40813456290866984
ENG,tri_sne,0.20467369146255296
ENG,tri_sni,0.0
ENG,tri_sno,0.5149408315105876
ENG,tri_snt,-0.29546742115736163
ENG,tri_so-,-0.018992063987853542
ENG,tri_sob,-0.25891123343559574
ENG,tri_soc,0.41420922734014654
ENG,tri_sod,-0.07268267773719436
ENG,tri_sof,-0.12392392555169741
ENG,tri_sog,-0.19549837439575427
ENG,tri_soh,-0.09995397271655575
ENG,tri_sok,-0.4345370894837406
ENG,tri_sol,0.5290832054629503
ENG,tri_som,0.057240923430085695
ENG,tri_son,0.20328056387849988
ENG,tri_soo,0.835475693105742
ENG,tri_sop,-0.00032058980714351156
ENG,tri_sor,-0.010982989362510043
ENG,tri_sos,-0.048450023750714916
ENG,tri_sot,-0.9093575027664498
ENG,tri_sou,0.07123553481594144
ENG,tri_spa,0.6466511220609611
ENG,tri_spe,-0.250033176097786
ENG,tri_spi,0.5081198503679634
ENG,tri_spl,-0.11652387293749032
ENG,tri_spo,-0.02583244485521585
ENG,tri_spu,0.1999411473015767
ENG,tri_spy,0.020726094662144035
ENG,tri_squ,-0.0012639258362131043
ENG,tri_sra,-0.0645795674213687
ENG,tri_ssa,0.015799334396483584
ENG,tri_ssc,0.0
ENG,tri_sse,-1.143000530813373
ENG,tri_ssg,0.37588966604540747
ENG,tri_ssh,-0.0027126243501244024
ENG,tri_ssi,-0.7296461378668251
ENG,tri_ssk,-0.011772025064118721
ENG,tri_ssl,0.18476708400235423
ENG,tri_ssm,0.5173478735362745
ENG,tri_sso,-0.8231167309781798
ENG,tri_sss,-0.8402090780884544
ENG,tri_sst,0.0
ENG,tri_ssu,0.12544915361967796
ENG,tri_ssw,0.34055586680129474
ENG,tri_st-,0.12070724504095867
ENG,tri_sta,0.7539851622381835
ENG,tri_ste,-1.736335691842276
ENG,tri_sti,-0.42752683950975273
ENG,tri_stl,0.09011530733302552
ENG,tri_stm,0.6646672165105211
ENG,tri_sto,-1.5188677290323858
ENG,tri_stp,0.0009638589301825733
ENG,tri_str,-0.8571369061101386
ENG,tri_sts,-0.40513712347855296
ENG,tri_stu,0.11091210801706602
ENG,tri_stw,-0.7438381858388017
ENG,tri_sty,0.11105312760467227
ENG,tri_su-,-0.14996332305930232
